index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,major,knowledge
32,Class3,2024/1/1 14:43,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,320,2,b8290aea71e7a5421a02,J57489,g7R2j
32,Class3,2024/1/1 14:43,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,320,2,b8290aea71e7a5421a02,J57489,m3D1v
33,Class3,2024/1/1 14:43,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,3,b8290aea71e7a5421a02,J57489,y9W5d
34,Class3,2024/1/1 14:42,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,324,2,b8290aea71e7a5421a02,J57489,y9W5d
35,Class3,2024/1/1 14:42,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_BXr9AIsPQhwNvyGdZL57,324,2,b8290aea71e7a5421a02,J57489,y9W5d
36,Class3,2024/1/1 14:42,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,332,2,b8290aea71e7a5421a02,J57489,y9W5d
37,Class3,2024/1/1 14:42,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,324,2,b8290aea71e7a5421a02,J57489,y9W5d
37,Class3,2024/1/1 14:42,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,324,2,b8290aea71e7a5421a02,J57489,s8Y2f
38,Class3,2024/1/1 14:41,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,192,3,b8290aea71e7a5421a02,J57489,y9W5d
39,Class3,2024/1/1 14:41,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,180,3,b8290aea71e7a5421a02,J57489,y9W5d
40,Class3,2024/1/1 14:40,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,b8290aea71e7a5421a02,J57489,y9W5d
40,Class3,2024/1/1 14:40,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,b8290aea71e7a5421a02,J57489,k4W1c
41,Class3,2024/1/1 14:40,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,332,3,b8290aea71e7a5421a02,J57489,y9W5d
42,Class3,2024/1/1 14:40,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,2,b8290aea71e7a5421a02,J57489,y9W5d
42,Class3,2024/1/1 14:40,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,2,b8290aea71e7a5421a02,J57489,m3D1v
43,Class3,2024/1/1 14:39,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,196,2,b8290aea71e7a5421a02,J57489,y9W5d
43,Class3,2024/1/1 14:39,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,196,2,b8290aea71e7a5421a02,J57489,m3D1v
44,Class3,2024/1/1 14:39,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,324,3,b8290aea71e7a5421a02,J57489,m3D1v
45,Class3,2024/1/1 14:39,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,b8290aea71e7a5421a02,J57489,m3D1v
46,Class3,2024/1/1 14:39,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_gj1NLb4Jn7URf9K2kQPd,308,2,b8290aea71e7a5421a02,J57489,m3D1v
47,Class3,2024/1/1 14:38,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,188,2,b8290aea71e7a5421a02,J57489,m3D1v
48,Class3,2024/1/1 14:38,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_m8vwGkEZc3TSW2xqYUoR,196,2,b8290aea71e7a5421a02,J57489,m3D1v
49,Class3,2024/1/1 14:38,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_5Q4KoXthUuYz3bvrTDFm,320,2,b8290aea71e7a5421a02,J57489,m3D1v
50,Class3,2024/1/1 14:38,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,316,2,b8290aea71e7a5421a02,J57489,m3D1v
51,Class3,2024/1/1 14:35,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_m8vwGkEZc3TSW2xqYUoR,316,2,b8290aea71e7a5421a02,J57489,m3D1v
52,Class3,2024/1/1 14:35,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,200,2,b8290aea71e7a5421a02,J57489,m3D1v
53,Class3,2024/1/1 14:33,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,360,2,b8290aea71e7a5421a02,J57489,m3D1v
54,Class3,2024/1/1 14:33,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,b8290aea71e7a5421a02,J57489,m3D1v
55,Class3,2024/1/1 14:33,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,312,2,b8290aea71e7a5421a02,J57489,m3D1v
56,Class3,2024/1/1 14:32,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,352,2,b8290aea71e7a5421a02,J57489,t5V9e
57,Class3,2024/1/1 14:32,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,312,2,b8290aea71e7a5421a02,J57489,t5V9e
58,Class3,2024/1/1 14:32,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,196,2,b8290aea71e7a5421a02,J57489,t5V9e
59,Class3,2024/1/1 14:31,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,320,2,b8290aea71e7a5421a02,J57489,t5V9e
60,Class3,2024/1/1 14:30,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,308,3,b8290aea71e7a5421a02,J57489,t5V9e
61,Class3,2024/1/1 14:27,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,2,b8290aea71e7a5421a02,J57489,r8S3g
62,Class3,2024/1/1 14:27,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,324,3,b8290aea71e7a5421a02,J57489,r8S3g
63,Class3,2024/1/1 13:44,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,312,2,b8290aea71e7a5421a02,J57489,r8S3g
64,Class3,2024/12/31 17:33,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_5Q4KoXthUuYz3bvrTDFm,200,2,5f55600069b483f999f5,J87654,m3D1v
65,Class3,2024/12/31 17:25,Error2,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,320,2,5f55600069b483f999f5,J87654,m3D1v
66,Class3,2024/12/31 17:25,Error2,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,352,2,5f55600069b483f999f5,J87654,m3D1v
67,Class3,2024/12/31 17:24,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_m8vwGkEZc3TSW2xqYUoR,372,3,5f55600069b483f999f5,J87654,y9W5d
68,Class3,2024/12/31 17:24,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,196,2,5f55600069b483f999f5,J87654,y9W5d
69,Class3,2024/12/31 17:23,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,340,3,5f55600069b483f999f5,J87654,y9W5d
70,Class3,2024/12/31 17:23,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,316,2,5f55600069b483f999f5,J87654,y9W5d
71,Class3,2024/12/31 17:22,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,5f55600069b483f999f5,J87654,y9W5d
72,Class3,2024/12/31 17:22,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,348,3,5f55600069b483f999f5,J87654,y9W5d
72,Class3,2024/12/31 17:22,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,348,3,5f55600069b483f999f5,J87654,s8Y2f
73,Class3,2024/12/31 17:21,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_gj1NLb4Jn7URf9K2kQPd,188,3,5f55600069b483f999f5,J87654,y9W5d
74,Class3,2024/12/31 17:19,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,5f55600069b483f999f5,J87654,g7R2j
75,Class3,2024/12/31 17:19,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,324,3,5f55600069b483f999f5,J87654,g7R2j
76,Class3,2024/12/31 17:18,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,2,5f55600069b483f999f5,J87654,g7R2j
77,Class3,2024/12/31 17:14,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,348,2,5f55600069b483f999f5,J87654,b3C9s
78,Class3,2024/12/31 16:01,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,308,5,170a695a2717bcd9b74b,J57489,b3C9s
79,Class3,2024/12/31 16:00,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,336,3,170a695a2717bcd9b74b,J57489,g7R2j
80,Class3,2024/12/31 16:00,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_BXr9AIsPQhwNvyGdZL57,340,3,170a695a2717bcd9b74b,J57489,g7R2j
81,Class3,2024/12/31 16:00,Absolutely_Error,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,332,3,170a695a2717bcd9b74b,J57489,b3C9s
82,Class3,2024/12/31 8:19,Partially_Correct,2,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,324,2,a0a1991396f865c9e3dc,J23517,y9W5d
82,Class3,2024/12/31 8:19,Partially_Correct,2,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,324,2,a0a1991396f865c9e3dc,J23517,k4W1c
83,Class3,2024/12/31 7:57,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,2,a0a1991396f865c9e3dc,J23517,m3D1v
84,Class3,2024/12/31 1:41,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_5Q4KoXthUuYz3bvrTDFm,308,3,3fee5c27236cbb682727,J23517,m3D1v
85,Class3,2024/12/31 0:07,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,320,3,a0a1991396f865c9e3dc,J23517,m3D1v
86,Class3,2024/12/31 0:06,Partially_Correct,2,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,316,2,a0a1991396f865c9e3dc,J23517,m3D1v
87,Class3,2024/12/30 23:01,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_BXr9AIsPQhwNvyGdZL57,328,3,701a989d65a59c18845b,J57489,y9W5d
88,Class3,2024/12/30 23:01,Partially_Correct,1,Question_62XbhBvJ8NUSnApgDL94,Method_5Q4KoXthUuYz3bvrTDFm,356,2,701a989d65a59c18845b,J57489,y9W5d
89,Class3,2024/12/30 22:58,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,2,701a989d65a59c18845b,J57489,y9W5d
90,Class3,2024/12/30 22:29,Error1,0,Question_6RQj2gF3OeK5AmDvThUV,Method_BXr9AIsPQhwNvyGdZL57,0,1,3672e2896ad7d8f2404e,J23517,m3D1v
91,Class3,2024/12/30 21:23,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,200,2,3672e2896ad7d8f2404e,J23517,t5V9e
92,Class3,2024/12/30 21:22,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,336,3,3672e2896ad7d8f2404e,J23517,t5V9e
93,Class3,2024/12/30 20:35,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,3,52f1bca9ac9c792e4457,J78901,g7R2j
94,Class3,2024/12/30 20:35,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,192,2,52f1bca9ac9c792e4457,J78901,m3D1v
95,Class3,2024/12/30 20:34,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_5Q4KoXthUuYz3bvrTDFm,360,2,52f1bca9ac9c792e4457,J78901,m3D1v
96,Class3,2024/12/30 20:33,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,52f1bca9ac9c792e4457,J78901,g7R2j
97,Class3,2024/12/30 20:32,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_m8vwGkEZc3TSW2xqYUoR,0,3,52f1bca9ac9c792e4457,J78901,g7R2j
98,Class3,2024/12/30 20:32,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,3,52f1bca9ac9c792e4457,J78901,g7R2j
99,Class3,2024/12/30 20:29,Error1,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,0,4,52f1bca9ac9c792e4457,J78901,m3D1v
100,Class3,2024/12/26 13:49,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_5Q4KoXthUuYz3bvrTDFm,324,3,75097aa30e9373a612c7,J78901,b3C9s
101,Class3,2024/12/26 13:49,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,364,3,75097aa30e9373a612c7,J78901,b3C9s
102,Class3,2024/12/25 20:45,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,320,3,72b4334deffff31dea8b,J87654,y9W5d
103,Class3,2024/12/25 20:45,Error1,0,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,0,5,72b4334deffff31dea8b,J87654,y9W5d
104,Class3,2024/12/25 20:40,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,348,3,72b4334deffff31dea8b,J87654,b3C9s
105,Class3,2024/12/25 20:39,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,328,3,72b4334deffff31dea8b,J87654,b3C9s
106,Class3,2024/12/25 20:39,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,3,72b4334deffff31dea8b,J87654,b3C9s
107,Class3,2024/12/25 20:38,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,196,3,72b4334deffff31dea8b,J87654,g7R2j
108,Class3,2024/12/25 20:37,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,324,2,72b4334deffff31dea8b,J87654,g7R2j
109,Class3,2024/12/25 20:37,Absolutely_Correct,3,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,308,3,72b4334deffff31dea8b,J87654,g7R2j
110,Class3,2024/12/25 20:37,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,72b4334deffff31dea8b,J87654,g7R2j
111,Class3,2024/12/25 20:36,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,184,3,72b4334deffff31dea8b,J87654,y9W5d
112,Class3,2024/12/25 20:35,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,72b4334deffff31dea8b,J87654,g7R2j
112,Class3,2024/12/25 20:35,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,72b4334deffff31dea8b,J87654,m3D1v
113,Class3,2024/12/25 18:56,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,3,3672e2896ad7d8f2404e,J23517,t5V9e
114,Class3,2024/12/25 18:54,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,5,3672e2896ad7d8f2404e,J23517,t5V9e
115,Class3,2024/12/25 18:38,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,5,3672e2896ad7d8f2404e,J23517,t5V9e
116,Class3,2024/12/25 18:29,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,5,3672e2896ad7d8f2404e,J23517,t5V9e
117,Class3,2024/12/25 18:22,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,376,4,3672e2896ad7d8f2404e,J23517,t5V9e
118,Class3,2024/12/25 18:21,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,204,6,3672e2896ad7d8f2404e,J23517,t5V9e
119,Class3,2024/12/25 18:18,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,472,4,3672e2896ad7d8f2404e,J23517,t5V9e
120,Class3,2024/12/25 18:17,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,368,5,3672e2896ad7d8f2404e,J23517,t5V9e
121,Class3,2024/12/25 18:15,Absolutely_Error,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,352,4,3672e2896ad7d8f2404e,J23517,t5V9e
